jr1,jr,PASS,vgr16,A single JR instruction to Address 0x0
addi1,addi,PASS,vgr16,Adding a constant to $2 followed be a jr insturction
addiu1,addiu,PASS,vgr16,Adding 0xFFFF to $2 followed be a jr
